run_id,mode,seed,family,snapshot_count,accepted_moves,score_start,score_end,score_best,score_slope,score_ls_slope,D_min_ratio_start,D_min_ratio_end,D_min_ratio_slope,D_min_ratio_ls_slope,P_4_start,P_4_end,P_4_slope,P_4_ls_slope,P_8_start,P_8_end,P_8_slope,P_8_ls_slope,P_16_start,P_16_end,P_16_slope,P_16_ls_slope,kappa_max_start,kappa_max_end,kappa_max_slope,kappa_max_ls_slope,Q_ratio_start,Q_ratio_end,Q_ratio_slope,Q_ratio_ls_slope,InitHardness_start,InitHardness_end,InitHardness_slope,InitHardness_ls_slope,final_label,final_canonical_hash,score0_candidate_paths
threshold_accepting_seed15,threshold_accepting,15,pure_random,31,2745,308,24,12,-0.09466666666666666,-0.01830645161290323,0.5714285714285714,0.5,-2.38095238095238e-05,-2.17583379881767e-05,0.5623123123123123,0.05780780780780781,-0.00016816816816816815,-3.6695970163712096e-05,0.5893393393393394,0.10810810810810811,-0.0001604104104104104,-3.559406180373922e-05,0.6381381381381381,0.25975975975975973,-0.00012612612612612612,-2.9594110239271533e-05,6.0,2.0,-0.0013333333333333333,-0.00016322004608294928,1.0157828282828283,12.871527777777779,0.003951914983164983,0.0011786167526842929,-229.82857142856665,-797.8285714285666,-0.18933333333333333,0.0552258064516129,escapable_final,9011a899cdb8fdc725a865d04bec445eb48fc7c88f3e9531654d99a772b3ae0b,[]
threshold_accepting_seed16,threshold_accepting,16,pure_random,31,2754,260,32,12,-0.076,-0.013387096774193549,0.5692307692307692,0.5,-2.307692307692307e-05,-6.328281933120644e-06,0.5322822822822822,0.07282282282282282,-0.00015315315315315314,-2.7735396687009593e-05,0.5728228228228228,0.11561561561561562,-0.0001524024024024024,-2.759917175239756e-05,0.6554054054054054,0.243993993993994,-0.0001371371371371371,-2.4384263295553616e-05,5.75,1.6,-0.0013833333333333334,-0.00022509600614439325,1.1976495726495726,9.592881944444445,0.0027984107905982907,0.0003355785753194187,-441.82857142856665,-1077.8285714285666,-0.212,-0.03620967741935484,escapable_final,14a963af46586fb6dfdf031768f1febd3281990f6c537b50fe20dd357bd863c8,[]
threshold_accepting_seed17,threshold_accepting,17,near_hit_seed,31,2763,8,24,8,0.005333333333333333,0.00045161290322580643,1.5,0.6666666666666666,-0.0002777777777777778,-3.70157508262347e-05,0.0037537537537537537,0.04279279279279279,1.3013013013013014e-05,1.0383367238205956e-06,0.02027027027027027,0.08333333333333333,2.1021021021021018e-05,1.0958539184345627e-06,0.10960960960960961,0.23798798798798798,4.279279279279279e-05,8.179550518260192e-06,0.75,1.3333333333333333,0.0001944444444444444,1.8120723362658827e-05,38.47222222222222,12.76388888888889,-0.008569444444444444,-0.001217949603320067,-961.8285714285666,-1169.8285714285666,-0.06933333333333333,0.006790322580645161,escapable_final,a4f82b7aa20887365cd8f58e4bc6f07d87829f21808e1bbd145f78c52feae4af,[]
threshold_accepting_seed18,threshold_accepting,18,pure_random,31,2764,344,32,8,-0.104,-0.019483870967741936,0.5116279069767442,0.375,-4.554263565891474e-05,-4.995503475435959e-05,0.5638138138138138,0.08333333333333333,-0.00016016016016016016,-3.12772449869224e-05,0.5870870870870871,0.13663663663663664,-0.00015015015015015017,-2.9182408214666286e-05,0.6336336336336337,0.2882882882882883,-0.00011511511511511512,-2.5994744744744744e-05,7.0,1.8,-0.0017333333333333335,-0.00033049155145929335,0.9176356589147286,9.659722222222221,0.002914028854435831,0.00019967098136235143,174.17142857143335,-769.8285714285666,-0.31466666666666665,-0.06593548387096773,escapable_final,27441c4acb90b15f6571b50664100de91500ce360b69dfc01dca6deb73eff939,[]
threshold_accepting_seed19,threshold_accepting,19,pure_random,31,2761,344,40,16,-0.10133333333333333,-0.018290322580645158,0.4883720930232558,0.6,3.7209302325581394e-05,1.5886672560997393e-05,0.5870870870870871,0.12612612612612611,-0.00015365365365365368,-2.6055289160127876e-05,0.6073573573573574,0.17192192192192193,-0.00014514514514514518,-2.569202266782912e-05,0.6576576576576577,0.3048048048048048,-0.00011761761761761763,-1.9168361910297395e-05,6.5,2.5,-0.0013333333333333333,-0.0002682379672299028,0.9170704134366925,7.758333333333334,0.0022804209732988803,0.00021247499090587806,146.17142857143335,-593.8285714285666,-0.24666666666666667,-0.07156451612903225,escapable_final,7779ed26d0f1d989e2cafa6b5cdca94e970b6be6af8a30941c01397365131463,[]
threshold_accepting_seed20,threshold_accepting,20,pure_random,31,2735,216,16,16,-0.06666666666666667,-0.013483870967741935,0.5370370370370371,0.75,7.098765432098764e-05,2.00110261602197e-05,0.46096096096096095,0.02027027027027027,-0.00014689689689689688,-3.0132955536181344e-05,0.49174174174174173,0.05555555555555555,-0.0001453953953953954,-3.203405017921147e-05,0.5758258258258259,0.1921921921921922,-0.0001278778778778779,-3.2321636152281315e-05,4.5,1.1428571428571428,-0.0011190476190476191,-0.00025012480798771125,1.4252829218106995,19.036458333333332,0.005870391803840878,0.0019125667537671905,-949.8285714285666,-1421.8285714285666,-0.15733333333333333,-0.014483870967741936,escapable_final,13bada7c34deef52a2e183ff0c3cb389dc8fa2b49a58b443e4ae1f808cacf39e,[]
mixed_diversity_seed1,mixed_diversity,1,low_energy_random,31,1945,300,28,8,-0.09066666666666667,-0.013338709677419356,0.5333333333333333,0.5714285714285714,1.269841269841269e-05,-2.6491295442908356e-05,0.5563063063063063,0.06981981981981981,-0.00016216216216216215,-1.8326794536471955e-05,0.5923423423423423,0.11936936936936937,-0.00015765765765765765,-1.1128063547418381e-05,0.6531531531531531,0.25825825825825827,-0.00013163163163163163,-1.4560931899641533e-06,6.25,1.6,-0.0015500000000000002,-0.00023501344086021504,1.047962962962963,11.043650793650794,0.0033318959435626105,-0.0020120902626656993,-9.828571428566647,-753.8285714285666,-0.248,0.0012580645161290299,escapable_final,fefdf4713b33c9f8173984811873fbd914be90cb9e1f48aeec34211612352f31,[]
mixed_diversity_seed2,mixed_diversity,2,pure_random,31,1908,308,24,8,-0.09466666666666666,-0.01833870967741936,0.5454545454545454,0.6666666666666666,4.0404040404040405e-05,4.364730251827026e-05,0.5548048048048048,0.044294294294294295,-0.00017017017017017014,-3.378681100455294e-05,0.5900900900900901,0.09084084084084085,-0.0001664164164164164,-3.513695146759663e-05,0.6591591591591591,0.23273273273273273,-0.00014214214214214213,-3.126816332461494e-05,5.5,1.4,-0.0013666666666666666,-0.00039907834101382485,1.0172258297258296,12.79861111111111,0.0039271284271284275,0.0016561695211119774,-165.82857142856665,-1049.8285714285666,-0.2946666666666667,-0.00490322580645161,escapable_final,c4c6c7247732f989c080dc0b8556070a09d5a07bb0ad2d11c739da77a82e1589,[]
mixed_diversity_seed3,mixed_diversity,3,score_biased_random,31,1934,168,36,16,-0.044,-0.007725806451612903,0.5476190476190477,0.6666666666666666,3.9682539682539655e-05,-1.6437415630964088e-06,0.43243243243243246,0.09084084084084085,-0.00011386386386386386,-1.9080572507991864e-05,0.46396396396396394,0.13813813813813813,-0.0001086086086086086,-1.7724377603409866e-05,0.5382882882882883,0.2822822822822823,-8.533533533533534e-05,-1.4233992056572698e-05,4.0,1.5,-0.0008333333333333334,-0.00017748655913978493,1.8849206349206349,8.606481481481481,0.002240520282186949,0.0002451387292827146,318.17142857143335,-665.8285714285666,-0.328,-0.017338709677419354,escapable_final,06cf4dd1aa88ff5f3010534c3b097d0ac9a4d8280689f2bb4fbc0f04b42da861,[]
mixed_diversity_seed4,mixed_diversity,4,mixed_diversity,31,1931,124,24,12,-0.03333333333333333,-0.006193548387096774,0.45161290322580644,0.5,1.612903225806452e-05,1.2693664007399697e-05,0.3566066066066066,0.057057057057057055,-9.984984984984985e-05,-2.1980650004843552e-05,0.4091591591591592,0.1036036036036036,-0.00010185185185185186,-2.2982660079434275e-05,0.5,0.24324324324324326,-8.558558558558558e-05,-1.8944347573379834e-05,3.5,1.6,-0.0006333333333333333,-9.576612903225807e-05,2.4849910394265233,12.89699074074074,0.003470666567104739,0.0011346826060667165,-909.8285714285666,-709.8285714285666,0.06666666666666667,0.022999999999999996,escapable_final,29a58cfa455cbebc1a2ff0c671d210ac3637ef258b6dbb40f695d65622059fe9,[]
mixed_diversity_seed5,mixed_diversity,5,pure_random,31,1908,316,16,12,-0.1,-0.02032258064516129,0.620253164556962,0.5,-4.0084388185654e-05,2.7436044514443868e-05,0.5765765765765766,0.038288288288288286,-0.0001794294294294294,-4.1778673835125446e-05,0.5998498498498499,0.07207207207207207,-0.00017592592592592592,-4.382507507507507e-05,0.6666666666666666,0.19369369369369369,-0.00015765765765765765,-4.172418386128063e-05,5.666666666666667,1.5,-0.001388888888888889,-0.00040497311827956994,1.0194268635724333,19.303819444444443,0.006094797526957336,0.001983228734374584,1106.1714285714334,-805.8285714285666,-0.6373333333333333,0.003258064516129032,escapable_final,71171acd2489c463cdcec8392b90199dc56e291a3051aeb8db2b0a68e25f3a0d,[]
mixed_diversity_seed6,mixed_diversity,6,low_energy_random,31,1968,152,32,8,-0.04,-0.007838709677419354,0.5526315789473685,0.5,-1.7543859649122826e-05,6.206039291777828e-06,0.40540540540540543,0.07657657657657657,-0.00010960960960960962,-2.2985687300203435e-05,0.44744744744744747,0.12762762762762764,-0.00010660660660660661,-2.3621403661726244e-05,0.53003003003003,0.24924924924924924,-9.35935935935936e-05,-2.1381260292550613e-05,4.4,1.6,-0.0009333333333333334,-0.00022674731182795705,2.065058479532164,9.59201388888889,0.002508985136452242,0.0007612704511334338,-81.82857142856665,-1081.8285714285666,-0.3333333333333333,-0.026112903225806453,escapable_final,03f66e42e8fc6f8e88afb0bbdbd46fae850e68172a5372baa74877f34a96764b,[]
mixed_diversity_seed7,mixed_diversity,7,mixed_diversity,31,1962,204,28,12,-0.058666666666666666,-0.012483870967741936,0.5490196078431373,0.5714285714285714,7.4696545284780316e-06,5.58484684196259e-05,0.4617117117117117,0.06306306306306306,-0.0001328828828828829,-2.960621912234816e-05,0.506006006006006,0.09984984984984985,-0.00013538538538538538,-3.392303593916497e-05,0.5863363363363363,0.25375375375375375,-0.00011086086086086085,-2.9884723433110533e-05,4.5,2.0,-0.0008333333333333334,-0.0002558755760368664,1.582244008714597,11.084325396825397,0.0031673604627036004,0.002138722693938687,1198.1714285714334,-589.8285714285666,-0.596,-0.050483870967741935,escapable_final,aaf47cd288f86772f9a907bbf46c336fe3574e7929da4d789453a73d383c7e73,[]
mixed_diversity_seed8,mixed_diversity,8,mixed_diversity,31,1885,212,32,12,-0.06,-0.013209677419354839,0.49056603773584906,0.625,4.481132075471698e-05,3.987886373956065e-05,0.49324324324324326,0.0915915915915916,-0.0001338838838838839,-3.252445994381479e-05,0.5277777777777778,0.13663663663663664,-0.0001303803803803804,-3.590283832219316e-05,0.5998498498498499,0.27927927927927926,-0.00010685685685685688,-3.2067349607672195e-05,5.5,1.6,-0.0013,-0.0003014784946236559,1.4538784067085955,9.567708333333334,0.0027046099755415796,0.002370090528847019,-897.8285714285666,-1193.8285714285666,-0.09866666666666667,0.06469354838709677,escapable_final,3aa2b3073f6ae63faa4bf6ef248a38472ec653ed754d148b4dbc3fd7183f2aec,[]
mixed_diversity_seed9,mixed_diversity,9,low_energy_random,31,1958,212,16,8,-0.06533333333333333,-0.011935483870967739,0.5660377358490566,0.75,6.132075471698113e-05,-1.5399747848013215e-05,0.4594594594594595,0.01876876876876877,-0.0001468968968968969,-2.894628499467209e-05,0.5075075075075075,0.04504504504504504,-0.00015415415415415416,-3.101993122154412e-05,0.5923423423423423,0.1906906906906907,-0.00013388388388388387,-2.409062288094546e-05,5.0,1.2,-0.0012666666666666666,-0.00027883064516129037,1.480607966457023,19.194444444444443,0.00590461215932914,0.0008875040304466276,-81.82857142856665,-1057.8285714285666,-0.3253333333333333,-0.15846774193548388,escapable_final,83a62867575ffc0b96e054460d5908febb7a70f7fa38388fe4aae5603844c587,[]
mixed_diversity_seed10,mixed_diversity,10,mixed_diversity,31,1853,188,12,8,-0.058666666666666666,-0.011338709677419356,0.574468085106383,1.0,0.00014184397163120565,5.896234380276934e-05,0.45345345345345345,0.006756756756756757,-0.0001488988988988989,-3.1274217766153253e-05,0.4954954954954955,0.03003003003003003,-0.00015515515515515516,-3.369296716070909e-05,0.5788288288288288,0.14564564564564564,-0.0001443943943943944,-3.381708321224451e-05,3.5,1.0,-0.0008333333333333334,-0.00022620967741935483,1.6477541371158393,25.541666666666668,0.007964637509850277,0.001497440565983457,-673.8285714285666,-1145.8285714285666,-0.15733333333333333,-0.005951612903225809,unknown_final,34581af9f2225e35c4e4bc03cf0a9f1bec27a38f742779e21c8a0eb659e12e46,[]
mixed_diversity_seed11,mixed_diversity,11,low_energy_random,31,1912,184,16,16,-0.056,-0.01032258064516129,0.5869565217391305,0.75,5.4347826086956503e-05,4.431490571918342e-05,0.42492492492492495,0.027777777777777776,-0.00013238238238238238,-2.2516468080984213e-05,0.4767267267267267,0.05780780780780781,-0.00013963963963963964,-2.528637508476218e-05,0.5645645645645646,0.19894894894894896,-0.00012187187187187187,-2.319759275404437e-05,4.5,1.3333333333333333,-0.0010555555555555557,-0.00015422427035330263,1.7093900966183575,19.19965277777778,0.005830087560386474,0.0011889067547666047,10.171428571433353,-1045.8285714285666,-0.352,0.01367741935483871,escapable_final,ac286f9922c82f99a5cd24ec37f60322b78593a1d12654f76874faba6763c0ff,[]
mixed_diversity_seed12,mixed_diversity,12,pure_random,31,1902,504,28,12,-0.15866666666666668,-0.029048387096774195,0.5634920634920635,0.5714285714285714,2.645502645502636e-06,-3.8290450588837686e-05,0.6478978978978979,0.06156156156156156,-0.00019544544544544543,-3.6677806839097156e-05,0.6644144144144144,0.10960960960960961,-0.00018493493493493493,-3.5124842584519996e-05,0.7012012012012012,0.25075075075075076,-0.00015015015015015014,-2.9424585876198784e-05,7.666666666666667,1.5,-0.0020555555555555557,-0.0003493951612903226,0.6350859788359788,11.038690476190476,0.0034678681657848323,0.0005785366930150197,810.1714285714334,-773.8285714285666,-0.528,-0.1448225806451613,escapable_final,dae951179cd0c16d2a299ad60db20a391648091ff9381b2a2fb44716a1bcf5da,[]
mixed_diversity_seed13,mixed_diversity,13,low_energy_random,31,1908,232,28,12,-0.068,-0.013629032258064517,0.5862068965517241,0.42857142857142855,-5.254515599343185e-05,2.6499902890336713e-05,0.49624624624624625,0.06906906906906907,-0.0001423923923923924,-3.0196527172333625e-05,0.5382882882882883,0.12537537537537538,-0.00013763763763763767,-3.193112467306016e-05,0.6126126126126126,0.2702702702702703,-0.0001141141141141141,-2.9466966966966966e-05,4.333333333333333,1.8,-0.0008444444444444444,-0.0003002016129032258,1.3553639846743295,10.993055555555555,0.0032125638569604083,0.0014938116568195998,-1.8285714285666472,-957.8285714285666,-0.31866666666666665,-0.08666129032258064,escapable_final,e9421e54eed54bbdf748f2805f1dc3bd4fcdfae8c2ea2c3be0444cb638d56d92,[]
mixed_diversity_seed14,mixed_diversity,14,low_energy_random,31,1875,280,36,8,-0.08133333333333333,-0.014258064516129034,0.5142857142857142,0.4444444444444444,-2.3280423280423272e-05,-1.6228238607270865e-05,0.5330330330330331,0.09009009009009009,-0.00014764764764764766,-2.373341083018502e-05,0.5630630630630631,0.14339339339339338,-0.0001398898898898899,-2.132979753947496e-05,0.6201201201201201,0.2905405405405405,-0.00010985985985985985,-1.658614259420711e-05,5.6,1.8333333333333333,-0.0012555555555555555,-0.0002481278801843318,1.118452380952381,8.57716049382716,0.0024862360376249264,0.0003400840876038287,-185.82857142856665,-817.8285714285666,-0.21066666666666667,-0.049483870967741934,escapable_final,c8df458a36b877945d0acc0083b98d79f79759d9ae3ba2a0bde7654aece95d19,[]
mixed_diversity_seed15,mixed_diversity,15,pure_random,31,1904,268,20,16,-0.08266666666666667,-0.013693548387096775,0.5074626865671642,0.6,3.0845771144278594e-05,-2.7625911341907976e-05,0.512012012012012,0.03678678678678678,-0.0001584084084084084,-1.9625472246439984e-05,0.5405405405405406,0.08633633633633633,-0.0001514014014014014,-1.6416618231134363e-05,0.6253753753753754,0.23648648648648649,-0.0001296296296296296,-1.2880824372759857e-05,6.333333333333333,1.4,-0.0016444444444444445,-0.0002547043010752688,1.1748548922056385,15.17361111111111,0.004666252072968491,0.0004489819109617046,58.17142857143335,-1581.8285714285666,-0.5466666666666666,-0.12466129032258065,escapable_final,1ca25fbdbaf15a48d0668c412ef7ba0a5e10f9626cac472e3b130a581aba1210,[]
mixed_diversity_seed16,mixed_diversity,16,pure_random,31,1878,820,20,16,-0.26666666666666666,-0.04746774193548387,0.5463414634146342,0.4,-4.878048780487806e-05,-1.5784541917999834e-05,0.7154654654654654,0.04054054054054054,-0.00022497497497497496,-4.0162137944396004e-05,0.7282282282282282,0.0915915915915916,-0.0002122122122122122,-3.754359197907584e-05,0.7545045045045045,0.22072072072072071,-0.00017792792792792792,-2.9836287900804027e-05,11.666666666666666,1.6666666666666667,-0.0033333333333333335,-0.0006165994623655914,0.39529132791327914,15.483333333333333,0.005029347335140018,0.0002902992263049552,1394.1714285714334,-689.8285714285666,-0.6946666666666667,-0.054774193548387085,escapable_final,553662d261794b49e929e7258ef856b1428a8a56b0669855db8c4e42a5012b7c,[]
mixed_diversity_seed17,mixed_diversity,17,score_biased_random,31,1949,208,24,16,-0.06133333333333333,-0.010274193548387099,0.40384615384615385,0.5,3.205128205128205e-05,3.322551104809169e-05,0.46321321321321324,0.048798798798798795,-0.00013813813813813816,-2.2271263198682555e-05,0.506006006006006,0.09009009009009009,-0.00013863863863863865,-2.3333817688656404e-05,0.5855855855855856,0.24549549549549549,-0.00011336336336336337,-1.6343964932674615e-05,5.0,1.6,-0.0011333333333333332,-0.0002185387864823349,1.5178952991452992,12.751157407407407,0.0037444207027540356,0.00034846216055263424,182.17142857143335,-1213.8285714285666,-0.4653333333333333,-0.023564516129032254,escapable_final,9e9740264bb654b1daf7901a59f6987c0335f15ac9feae423ac7dd2d5a44f977,[]
mixed_diversity_seed18,mixed_diversity,18,low_energy_random,31,1890,312,20,8,-0.09733333333333333,-0.017870967741935483,0.5769230769230769,0.8,7.435897435897439e-05,-3.034901926030953e-06,0.5803303303303303,0.03978978978978979,-0.00018018018018018018,-3.255170493073718e-05,0.6156156156156156,0.07132132132132132,-0.00018143143143143145,-3.368691271917079e-05,0.6861861861861862,0.19519519519519518,-0.00016366366366366367,-3.0907924053085345e-05,7.5,1.3333333333333333,-0.0020555555555555557,-0.00041428571428571426,1.0094373219373218,15.244444444444444,0.004745002374169041,0.0006696425212239223,70.17142857143335,-1377.8285714285666,-0.4826666666666667,-0.05882258064516129,escapable_final,a45b248deb158d2b0e53fc49af9dd2c685b30ed56cdd50a7147a5f4eed2b57ae,[]
mixed_diversity_seed19,mixed_diversity,19,score_biased_random,31,1944,148,16,16,-0.044,-0.008048387096774193,0.5405405405405406,0.75,6.981981981981981e-05,2.4170455017229204e-05,0.36786786786786785,0.014264264264264264,-0.00011786786786786786,-2.1251089799476893e-05,0.4159159159159159,0.0472972972972973,-0.00012287287287287286,-2.2828271820207302e-05,0.5217717717717718,0.18768768768768768,-0.00011136136136136137,-2.1871670057153935e-05,4.0,1.3333333333333333,-0.000888888888888889,-0.00013858486943164362,2.0863363363363363,19.03298611111111,0.005648883258258258,0.0011133504994770115,-817.8285714285666,-1429.8285714285666,-0.204,0.0006290322580645149,escapable_final,950cfd90b82b971485a304906bb55b13ff77c5e8cdee747d174450c800ff02eb,[]
mixed_diversity_seed20,mixed_diversity,20,score_biased_random,31,1955,132,24,8,-0.036,-0.00514516129032258,0.45454545454545453,0.6666666666666666,7.07070707070707e-05,3.5621188846995315e-06,0.36786786786786785,0.04804804804804805,-0.0001066066066066066,-1.4624503535793859e-05,0.4196696696696697,0.10510510510510511,-0.00010485485485485485,-1.3029158190448511e-05,0.5135135135135135,0.23798798798798798,-9.184184184184183e-05,-8.600334205172909e-06,3.5714285714285716,1.6666666666666667,-0.0006349206349206349,-0.0001212557603686636,2.3360690235690234,12.960648148148149,0.003541526374859708,0.0002493422700264938,-877.8285714285666,-489.82857142856665,0.12933333333333333,-0.0419516129032258,escapable_final,f60b40c8653e7e2d465e0d542cffd04a5bc8db4b167fc02c7d291a807169cb84,[]
exact_derived_return_seed1,exact_derived_return,1,exact_perturbation,5,4,140,0,0,-35.0,-32.0,0.45714285714285713,,,-0.12829670329670328,0.35585585585585583,0.0,-0.08896396396396396,-0.08235735735735736,0.4084084084084084,0.0,-0.1021021021021021,-0.09534534534534535,0.5142642642642643,0.03228228228228228,-0.1204954954954955,-0.109009009009009,4.0,0.0,-1.0,-0.8133333333333332,2.199603174603175,,,1.8692242826617824,-937.8285714285666,-837.8285714285666,25.0,53.6,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,"[""outputs/explorations/20260506_1638_p37_trajectory_signature_tracking/score0_candidate_exact_derived_return_seed1.json""]"
exact_derived_return_seed2,exact_derived_return,2,exact_perturbation,5,4,152,0,0,-38.0,-37.6,0.5263157894736842,,,-0.16922371287696364,0.3933933933933934,0.0,-0.09834834834834835,-0.0972972972972973,0.4451951951951952,0.0,-0.1112987987987988,-0.10833333333333332,0.53003003003003,0.03228228228228228,-0.12443693693693693,-0.11486486486486487,4.5,0.0,-1.125,-1.04,2.0657894736842106,,,2.138132015314248,-65.82857142856665,-837.8285714285666,-193.0,-176.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed3,exact_derived_return,3,exact_perturbation,5,4,104,0,0,-26.0,-25.6,0.3076923076923077,,,-0.11064102564102565,0.30855855855855857,0.0,-0.07713963963963964,-0.075,0.36261261261261263,0.0,-0.09065315315315316,-0.0867867867867868,0.47822822822822825,0.03228228228228228,-0.11148648648648649,-0.10367867867867868,3.6666666666666665,0.0,-0.9166666666666666,-0.9333333333333332,3.0096153846153846,,,2.119453347578348,-209.82857142856665,-837.8285714285666,-157.0,-144.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed4,exact_derived_return,4,exact_perturbation,5,4,84,0,0,-21.0,-22.4,0.5238095238095238,,,-0.15977443609022557,0.26426426426426425,0.0,-0.06606606606606606,-0.07297297297297298,0.31456456456456455,0.0,-0.07864114114114114,-0.08513513513513513,0.43018018018018017,0.03228228228228228,-0.09947447447447447,-0.10037537537537537,2.75,0.0,-0.6875,-0.6,3.758267195767196,,,3.8643802213868,178.17142857143335,-837.8285714285666,-254.0,-282.0,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed5,exact_derived_return,5,exact_perturbation,5,4,180,0,0,-45.0,-47.6,0.6,,,-0.1790455991516437,0.4241741741741742,0.0,-0.10604354354354355,-0.11171171171171172,0.4624624624624625,0.0,-0.11561561561561562,-0.11824324324324324,0.5330330330330331,0.03228228228228228,-0.1251876876876877,-0.12304804804804806,3.4,0.0,-0.85,-0.7849999999999999,1.761111111111111,,,1.565942654942854,366.17142857143335,-837.8285714285666,-301.0,-296.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed6,exact_derived_return,6,exact_perturbation,5,4,160,0,0,-40.0,-41.6,0.475,,,-0.15387254901960784,0.4166666666666667,0.0,-0.10416666666666667,-0.11156156156156156,0.46546546546546547,0.0,-0.11636636636636637,-0.12297297297297298,0.5420420420420421,0.03228228228228228,-0.12743993993993996,-0.12950450450450451,4.333333333333333,0.0,-1.0833333333333333,-1.0333333333333332,1.9350694444444445,,,3.4747828159041396,-697.8285714285666,-837.8285714285666,-35.0,-44.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed7,exact_derived_return,7,exact_perturbation,5,4,136,0,0,-34.0,-30.8,0.4411764705882353,,,-0.12919504643962848,0.3536036036036036,0.0,-0.0884009009009009,-0.08153153153153153,0.3978978978978979,0.0,-0.09947447447447448,-0.09069069069069069,0.49174174174174173,0.03228228228228228,-0.11486486486486486,-0.10307807807807808,3.5,0.0,-0.875,-0.8,2.283700980392157,,,1.7474822984749454,-557.8285714285666,-837.8285714285666,-70.0,-39.6,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed8,exact_derived_return,8,exact_perturbation,5,4,48,0,0,-12.0,-10.8,0.5833333333333334,,,-0.2017857142857143,0.15465465465465467,0.0,-0.03866366366366367,-0.03506006006006006,0.21921921921921922,0.0,-0.054804804804804805,-0.04707207207207208,0.3521021021021021,0.03228228228228228,-0.07995495495495494,-0.06794294294294294,2.0,0.0,-0.5,-0.36,6.406828703703703,,,2.294144345238095,-997.8285714285666,-837.8285714285666,40.0,26.8,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed9,exact_derived_return,9,exact_perturbation,5,4,112,0,0,-28.0,-28.4,0.5357142857142857,,,-0.16899999999999998,0.3430930930930931,0.0,-0.08577327327327328,-0.08933933933933934,0.3911411411411411,0.0,-0.09778528528528528,-0.09782282282282281,0.4797297297297297,0.03228228228228228,-0.11186186186186185,-0.10518018018018016,2.8333333333333335,0.0,-0.7083333333333334,-0.6416666666666667,2.7738095238095237,,,1.7223710317460317,-545.8285714285666,-837.8285714285666,-73.0,-92.0,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed10,exact_derived_return,10,exact_perturbation,5,4,136,0,0,-34.0,-30.4,0.4117647058823529,,,-0.12612681436210849,0.3490990990990991,0.0,-0.08727477477477477,-0.08055555555555556,0.4039039039039039,0.0,-0.10097597597597598,-0.09451951951951952,0.5097597597597597,0.03228228228228228,-0.11936936936936936,-0.10735735735735734,3.75,0.0,-0.9375,-0.8,2.290236928104575,,,3.3184709489856545,-429.82857142856665,-837.8285714285666,-102.0,-78.8,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed11,exact_derived_return,11,exact_perturbation,5,4,92,0,0,-23.0,-22.0,0.43478260869565216,,,-0.13043478260869565,0.2897897897897898,0.0,-0.07244744744744745,-0.06966966966966967,0.3355855855855856,0.0,-0.0838963963963964,-0.07822822822822824,0.4316816816816817,0.03228228228228228,-0.09984984984984985,-0.09211711711711712,3.0,0.0,-0.75,-0.63,3.369565217391304,,,1.898952965646806,-641.8285714285666,-837.8285714285666,-49.0,-54.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed12,exact_derived_return,12,exact_perturbation,5,4,120,0,0,-30.0,-27.6,0.43333333333333335,,,-0.1087878787878788,0.32882882882882886,0.0,-0.08220720720720721,-0.08010510510510511,0.3686186186186186,0.0,-0.09215465465465465,-0.08933933933933934,0.46096096096096095,0.03228228228228228,-0.10716966966966966,-0.10022522522522523,4.25,0.0,-1.0625,-0.925,2.5928240740740742,,,3.2633522727272726,-477.82857142856665,-837.8285714285666,-90.0,-113.2,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
exact_derived_return_seed13,exact_derived_return,13,exact_perturbation,5,4,108,0,0,-27.0,-26.0,0.5185185185185185,,,-0.1697255960413855,0.3205705705705706,0.0,-0.08014264264264265,-0.08123123123123124,0.37537537537537535,0.0,-0.09384384384384384,-0.0912162162162162,0.47597597597597596,0.03228228228228228,-0.11092342342342341,-0.10337837837837838,3.0,0.0,-0.75,-0.625,2.8580246913580245,,,2.227828970797721,-833.8285714285666,-837.8285714285666,-1.0,28.4,success_score0,5f50c5e7835e0f557d3ae03ad8661db63f721f625e712cf499fc16e2b20de38b,[]
