count,mean_D_min_ratio,mean_ExactLikeScore,mean_P_8,mean_Q_ratio,mean_kappa_max,mean_score,median_D_min_ratio,median_ExactLikeScore,median_P_8,median_Q_ratio,median_kappa_max,median_score,mode
16,0.936317326398298,-1.715078351164611,0.13907657657657657,25.7746921141911,1.7742559523809525,56.25,1.0,-3.26923125498916,0.019144144144144143,38.451388888888886,1.0,8.0,exactlike_guided
16,0.936317326398298,-1.715078351164611,0.13907657657657657,25.7746921141911,1.7742559523809525,56.25,1.0,-3.26923125498916,0.019144144144144143,38.451388888888886,1.0,8.0,exactlike_guided_with_repair
40,0.42263970276019985,2.9241167956875604,0.40394144144144145,5.760709482686755,4.474077380952381,180.0,0.5129568106312292,3.398562848020126,0.4763513513513513,1.7702020202020203,4.366666666666667,176.0,initialization
16,0.8593942494752211,-1.4373259034151884,0.14541103603603603,18.843246245245233,1.8023809523809524,58.25,1.0,-3.0496132231243527,0.038288288288288286,19.42013888888889,1.0,12.0,score_only
20,0.9316936417555612,-1.9542475067795921,0.11925675675675676,25.744610690808447,1.654404761904762,47.6,1.0,-3.046848778161195,0.02027027027027027,38.22569444444444,1.0,8.0,threshold_exactlike
