count,label,mean_D_min_ratio,mean_ExactLikeScore,mean_P_8,mean_Q_ratio,mean_kappa_max,mean_score,median_D_min_ratio,median_ExactLikeScore,median_P_8,median_Q_ratio,median_kappa_max,median_score
119,ambiguous,1.0,-1.6059399735669058,0.029102632043808516,30.61261865857454,1.0,10.756302521008404,1.0,-1.5603126450696625,0.028528528528528527,25.9375,1.0,12.0
144,exact,,-2.2787918084754093,0.0,,0.0,0.0,,-2.2787918084754093,0.0,,0.0,0.0
265,exact_like,0.3912049269740323,4.299809886210837,0.3673154286361833,6.188530137514982,3.8780772686433065,145.29811320754717,0.5,4.793110274750921,0.43318318318318316,1.9918091168091168,4.0,156.0
192,false_like,1.8315972222222223,-3.230191367557037,0.015022835335335336,51.87620563271605,0.7239087301587301,6.625,1.5,-2.599852367773651,0.015765765765765764,38.64583333333333,0.75,8.0
